word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
grubbs,grubbs,Stage Final (Full Corpus),3,1,review_ab287f79ef0509dcaa63ac1e :: My husband and I booked a last minute plane and jeep tour of South Rim Grand Canyon on March 29th. The trip began with a short plane ride from Phoenix to Sedona to pick up a few pa...
guava,guava (名词),Stage Final (Full Corpus),3,3,"review_a7ba49a796918b5d48383706 :: Ethan from Maverick Helicopters was an outstanding guide and pilot. The views were absolutely breathtaking, and we loved landing in the rainforest. We got to try the local guava an..."
guid,guid,Stage Final (Full Corpus),3,3,review_dfff0762ad6820726b874c2a :: My mother and I decided to take this tour day if very last minute with weather being so perfect. We called around noon for a 4 o’clock tour. We were booked and ready to fly! It was...
gwen,gwen,Stage Final (Full Corpus),3,2,review_6345d72ec233af30cb6a4ee5 :: Gwen and I are first time Kauai visitors and we are glad we decided to take an AirVentures Hawaii  Kauai air tour.  The cost seemed very reasonable and the description of the tour ...
hadnt,hadnt（中性词）,Stage 1 (500 Discovery),3,3,"review_b6a9f2cdd36c2ae8716f91ba :: The piolet was a very outgoing friendly man in a Hawaiian shirt!  He was a great piolet and super knowledge about the area, the topography and geology.  He answered all our groups ..."
hampered,hampered (动词),Stage Final (Full Corpus),3,3,"review_243a604e3166d03dd47bad6a :: We did the Denali Flyer tour with glacier landing, and it was totally worth it! The weather hampered our plans in the morning for our original reservation, but K2 was great about w..."
handicap,handicap,Stage 2 (2000 Expansion),3,3,"review_38ba6174b8e46ae33a391bac :: The float plane ride over the Misty Fjords was incredible.  One amazing view after another.  Our pilot/guide, Mike Hudgins, was very informative and executed a flawless water landi..."
handiwork,handiwork (名词),Stage Final (Full Corpus),3,3,"review_fd6bb37f4b44e957a6268dd9 :: If you’re thinking about it. Do it. It’s a lot of money but worth every single cent. God’s creation is AMAZING and see His handiwork of mountains, waterfalls, the river, and THE SK..."
handles,handles (名词),Stage Final (Full Corpus),3,3,"review_74e3b60fb8a30fb8ad56bdff :: This was one of the most outstanding activities we’ve done! We had done a helicopter tour years ago and the plane ride far exceeded that experience. The plane ride being slower, gi..."
hanelei,hanelei,Stage Final (Full Corpus),3,3,"review_a5ba88c922c0950dcbe5de10 :: When you get to Kauai you will see all sorts of ads for helicopter rides. I'm sure they're nice, but they are expensive. Wings over Kauai is a ride in a small airplane for about ha..."
hannah,hannah,Stage Final (Full Corpus),3,3,review_360cedff60a6746fb45d5013 :: We thoroughly enjoyed our flight with Wings over Kauai and consider it one of the highlights of our whole tour. Thank you Sophia for making us feel so welcome and thank you Josh fo...
happenings,happenings (名词),Stage Final (Full Corpus),3,3,review_0e604008a124d23e15311f81 :: The K 2 sightseeing flight was part of a package which we booked thru our cruise line and we were supposed to board the plane(s) in Anchorage and have a fairly long sightseeing fli...
harter,harter,Stage Final (Full Corpus),3,3,"review_15d93565f99a4cb635e4b984 :: Lisa, Jackson and I flew with Josh in early July.  We enjoyed every minute of the flight.  Josh provided us with a lot of valuable information and insight.  I have flown Harter's e..."
hauling,hauling (名词),Stage Final (Full Corpus),3,3,"review_2c4d5147b886ed36f995d92b :: I’ve climbed glaciers and traveled around to see many more but despite plenty of time around some incredible mountains, the flight was absolutely worth it and k2 totally rocked it...."
headgear,headgear (名词),Stage Final (Full Corpus),3,3,review_d6994a7c538ca89430641583 :: JT (23 yo pilot) managed the plane well during a few rough spots. He did 360s so both sides of the plane got their magic shots/videos. His narration was good and pointed out all th...
hears,hears (动词),Stage Final (Full Corpus),3,3,review_6623952c8d288f4c710952c7 :: Often one reads or hears great reviews and then can't help but be let down.  Such was not the case with Wings Over Kauai unless you count being let down gently at the end of the fl...
hefty,hefty (形容词),Stage Final (Full Corpus),3,3,"review_d5847b7ae98752687adfaea3 :: We arrived at Ketchikan, May 4, 2018 on Holland America and booked a seaplane tour of the Misty Fjords National Monument for four people, $239 each. 

When the weather looked like ..."
hellicopter,hellicopter,Stage Final (Full Corpus),3,2,"review_2c73588cc2054f45098e3096 :: This is a great company for Grand Canyon hellicopter rides. They cancel what won't be safe, and don't charge you for what you booked & couldn't get. I'm scared of heights, and they..."
hellicopters,hellicopters,Stage Final (Full Corpus),3,3,"review_f471aed445669e2d48a14132 :: Poorly organized, treat you like a group of cows, old and even dangerous planes and hellicopters. Never again...."
helocopter,helocopter,Stage Final (Full Corpus),3,3,review_54c4e3f0bd042b457fe44c9b :: Have done a couple of helocopter tours and this airplane tour was better. Better price and able to see more....
helper,helper (名词),Stage Final (Full Corpus),3,3,review_c1306d30487b8ca938715d33 :: Exceptional service and excellent customer care. Pilot and helper’s very attentive to customer needs. I will recommend this to our friends...
helpfully,helpfully (副词),Stage Final (Full Corpus),3,3,"review_eeac5ba3660e270b347c045a :: This trip with Seawind Aviation was everything I hoped it would be and more. We are a family of 4 with two ""kids"" of 22 and 19. I booked this many months ago as part of an epic tri..."
hermit,hermit (名词),Stage Final (Full Corpus),3,3,"review_bd1c90e9a652d3d07372680f :: Amazing experience with a great tour of the Grand Canyon: starting from the Desert View (totally different view and feeling than the view from the cliff), to the North Rim and to H..."
heron,heron（名词/物理实体）,Stage 1 (500 Discovery),3,3,review_110f1398574b6f76f4b150c5 :: Perfect from start to finish.   Friendly staff - well flown DH Otter (Mike) - responsible and considerate guides and wildlife in attendance.   How cute is a cub in a tree protected...
highs,highs (名词),Stage Final (Full Corpus),3,3,"review_9da52f83f6c74491133e77cf :: My family really wanted to go on a flight-seeing tour and land on a glacier, so we started searching for them while in Anchorage. We found several great options, but ended up going..."
higlight,higlight,Stage Final (Full Corpus),3,3,review_92de7f9448921e03b695ff0d :: This was a once in a lifetime experience.  The higlight of our trip to Alaska.  Staff was courtious and well informed.   Helped us thru the process step by step.  Felt very safe th...
hinder,hinder (动词),Stage Final (Full Corpus),3,3,"review_1e75136976854d01f9fbda28 :: 100% worth it. The Fjords were amazing and I really enjoyed the landing on the lake. I was afraid the fog would hinder the experience, but only made the photos even more mystical a..."
hints,hints (名词),Stage Final (Full Corpus),3,3,"review_b08abf39f399085373741cfc :: This was a 12 hour adventure to remember - it started with a flight over the Grand Canyon to Page, Arizona where we were then taken to the amazing slot canyons of Antelope Canyon v..."
hite,hite,Stage Final (Full Corpus),3,3,review_faa3569720c23ff9e02c8026 :: Used Redtail to get us from Hite Marina at Lake Powell back to Moab UT.  What a great flight over some of the most impressive views found anywhere in the world! l Loved seeing the ...
hoo,hoo,Stage Final (Full Corpus),3,3,"review_bf6ac13855a4877beb67adf4 :: A pristine, and just down right beautiful plane, and a wonderful tour of Kauai provided by Harry.  We definitely could have spent the day in this vintage aircraft as we flew throug..."
hooray,hooray (名词),Stage Final (Full Corpus),3,3,"review_1d761f1f91b94ef09fd5c5ee :: Hooray!  A chance to redeem a not so summit flight last year. 
K2 Aviation had connections with the weather, what a perfect day to fly!  The entire experience was perfectly inspiri..."
horribly,horribly,Stage 2 (2000 Expansion),3,3,review_51a202e4d0258cc2f7bb9e04 :: My ten year old daughter and I chose the Indian adventure tour and it was the best part of our entire vacation. We got picked up from circus circus at 4:30am by a very nice shuttle...
horror,horror (名词),Stage Final (Full Corpus),3,3,review_1433abb1874e4b348212275e :: Our flight with Wings over Kauai last week was a highlight of our vacation. The hundreds of positive reviews here on Trip Advisor don't lie: this is an excellent way to see all the...
hospital,hospital (名词),Stage Final (Full Corpus),3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...
https,https (名词),Stage Final (Full Corpus),3,3,"review_3d852ac74ccf2911aae6a074 :: Sort of on the spur of the moment, we decided to take a Denali flight with K2 Aviation. (We actually booked our flight the night before.) We had basically been in Alaska for about ..."
hues,hues (名词),Stage Final (Full Corpus),3,3,"review_12c4e6d2f773a1b145a716fb :: We loved our private flight over Molokini and surrounding areas while we spotted and watched humpback whales at play.  The trip was amazing!  Eric, our friendly and tenured pilot, ..."
humiliating,humiliating,Stage 1 (500 Discovery),3,3,review_942191570bc6c27e6f1ef0b4 :: My experience was awful. The pilot literally ignored every sentence I had spoken and pretended like we were invisible. He was only friendly to another family that were on the plane...
hummers,hummers (名词),Stage Final (Full Corpus),3,3,"review_28efb948a887db7190d66ddb :: Trip Reserved: Grand Canyon Deluxe with Hummer
Our Group: 2 families (4 adults, 2 teenage boys)

On a recent trip to Las Vegas, we wanted the views of the South Rim without the 9 h..."
humourous,humourous (形容词),Stage Final (Full Corpus),3,3,"review_2e05e94fb839b48717a508ea :: We decided to celebrate my son's birthday and see the entire island by taking a flight with Air Ventures Hawaii.  We were very impressed by their presentation, given at our resort ..."
hunted,hunted (动词),Stage Final (Full Corpus),3,3,review_c8deec2eaf6b9f8f943ae22d :: Our pilot Dorothy was fantastic.  This is a life changing experience. I lived in Alaska for 50 years and have hunted and fished all over.  This trip is still the most Awe Inspiring...
hush,hush (名词),Stage Final (Full Corpus),3,2,"review_7d5f272e399367d07051d555 :: This was our first trip to Alaska. We really had no plans other than hanging out with our grand children, daughter, and son-in-law and visit a friend’s home in Cooper Landing. 

Ou..."
hut,hut（名词/物理实体）,Stage 1 (500 Discovery),3,3,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
